Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
3,1,23-09-2013,9002,885,1,1,0,0
4,1,23-09-2013,9908,1341,1,1,0,0
5,1,23-09-2013,7486,743,1,1,0,0
6,1,23-09-2013,8462,909,1,1,0,0
7,1,23-09-2013,9480,1017,1,1,0,0
8,1,23-09-2013,7534,811,1,1,0,0
9,1,23-09-2013,7903,660,1,1,0,0
10,1,23-09-2013,7333,731,1,1,0,0
11,1,23-09-2013,8729,1251,1,1,0,0
12,1,23-09-2013,9849,1007,1,1,0,0
13,1,23-09-2013,7085,505,1,1,0,0
14,1,23-09-2013,7503,779,1,1,0,0
15,1,23-09-2013,8156,787,1,1,0,0
16,1,23-09-2013,9234,1030,1,1,0,0
17,1,23-09-2013,10006,1124,1,1,0,0
18,1,23-09-2013,8276,834,1,1,0,0
19,1,23-09-2013,6913,697,1,1,0,0
20,1,23-09-2013,9410,1041,1,1,0,0
21,1,23-09-2013,8135,640,1,1,0,0
22,1,23-09-2013,5752,582,1,1,0,0
23,1,23-09-2013,7066,593,1,1,0,0
24,1,23-09-2013,11018,936,1,1,0,0
25,1,23-09-2013,12663,1788,1,1,0,0
1,7,22-09-2013,0,0,0,0,0,0
2,7,22-09-2013,0,0,0,0,0,0
3,7,22-09-2013,0,0,0,0,0,0
4,7,22-09-2013,0,0,0,0,0,0
5,7,22-09-2013,0,0,0,0,0,0
6,7,22-09-2013,0,0,0,0,0,0
7,7,22-09-2013,0,0,0,0,0,0
8,7,22-09-2013,0,0,0,0,0,0
9,7,22-09-2013,0,0,0,0,0,0
10,7,22-09-2013,0,0,0,0,0,0
11,7,22-09-2013,0,0,0,0,0,0
12,7,22-09-2013,0,0,0,0,0,0
13,7,22-09-2013,0,0,0,0,0,0
14,7,22-09-2013,0,0,0,0,0,0
15,7,22-09-2013,0,0,0,0,0,0
16,7,22-09-2013,0,0,0,0,0,0
17,7,22-09-2013,0,0,0,0,0,0
18,7,22-09-2013,0,0,0,0,0,0
19,7,22-09-2013,0,0,0,0,0,0
20,7,22-09-2013,0,0,0,0,0,0
21,7,22-09-2013,0,0,0,0,0,0
22,7,22-09-2013,0,0,0,0,0,0
23,7,22-09-2013,0,0,0,0,0,0
24,7,22-09-2013,0,0,0,0,0,0
25,7,22-09-2013,0,0,0,0,0,0
1,6,21-09-2013,3909,522,1,0,0,0
2,6,21-09-2013,2651,335,1,0,0,0
3,6,21-09-2013,3554,461,1,0,0,0
4,6,21-09-2013,8631,1336,1,0,0,0
5,6,21-09-2013,1725,217,1,0,0,0
6,6,21-09-2013,3601,416,1,0,0,0
7,6,21-09-2013,4729,528,1,0,0,0
8,6,21-09-2013,2023,273,1,0,0,0
9,6,21-09-2013,4782,450,1,0,0,0
10,6,21-09-2013,4137,472,1,0,0,0
11,6,21-09-2013,5883,850,1,0,0,0
12,6,21-09-2013,5437,704,1,0,0,0
13,6,21-09-2013,3816,306,1,0,0,0
14,6,21-09-2013,2805,354,1,0,0,0
15,6,21-09-2013,5222,598,1,0,0,0
16,6,21-09-2013,4490,538,1,0,0,0
17,6,21-09-2013,2765,393,1,0,0,0
18,6,21-09-2013,3662,464,1,0,0,0
19,6,21-09-2013,3691,392,1,0,0,0
20,6,21-09-2013,5203,507,1,0,0,0
21,6,21-09-2013,4264,473,1,0,0,0
22,6,21-09-2013,2864,350,1,0,0,0
23,6,21-09-2013,3803,380,1,0,0,0
24,6,21-09-2013,6161,639,1,0,0,0
25,6,21-09-2013,8098,1195,1,0,0,0
1,5,20-09-2013,3516,494,1,0,0,0
2,5,20-09-2013,3949,475,1,0,0,0
3,5,20-09-2013,5426,669,1,0,0,0
4,5,20-09-2013,7047,1026,1,0,0,0
5,5,20-09-2013,4024,512,1,0,0,0
6,5,20-09-2013,5424,674,1,0,0,0
7,5,20-09-2013,7630,907,1,0,0,0
8,5,20-09-2013,3628,503,1,0,0,0
9,5,20-09-2013,4859,489,1,0,0,0
10,5,20-09-2013,4708,549,1,0,0,0
11,5,20-09-2013,6697,1080,1,0,0,0
12,5,20-09-2013,4622,663,1,0,0,0
13,5,20-09-2013,3640,314,1,0,0,0
14,5,20-09-2013,4141,555,1,0,0,0
15,5,20-09-2013,5307,603,1,0,0,0
16,5,20-09-2013,6344,817,1,0,0,0
17,5,20-09-2013,4779,721,1,0,0,0
18,5,20-09-2013,5441,696,1,0,0,0
19,5,20-09-2013,4516,551,1,0,0,0
20,5,20-09-2013,6895,798,1,0,0,0
21,5,20-09-2013,3599,441,1,0,0,0
22,5,20-09-2013,4165,532,1,0,0,0
23,5,20-09-2013,4331,390,1,0,0,0
24,5,20-09-2013,6814,685,1,0,0,0
25,5,20-09-2013,7924,1247,1,0,0,0
1,4,19-09-2013,3717,469,1,0,0,0
2,4,19-09-2013,3840,509,1,0,0,0
3,4,19-09-2013,5120,672,1,0,0,0
4,4,19-09-2013,7017,1011,1,0,0,0
5,4,19-09-2013,3457,470,1,0,0,0
6,4,19-09-2013,5521,705,1,0,0,0
7,4,19-09-2013,6859,854,1,0,0,0
8,4,19-09-2013,4278,641,1,0,0,0
9,4,19-09-2013,4677,478,1,0,0,0
10,4,19-09-2013,4205,538,1,0,0,0
11,4,19-09-2013,6903,1120,1,0,0,0
12,4,19-09-2013,4877,701,1,0,0,0
13,4,19-09-2013,2875,283,1,0,0,0
14,4,19-09-2013,4356,554,1,0,0,0
15,4,19-09-2013,4264,558,1,0,0,0
16,4,19-09-2013,5719,822,1,0,0,0
17,4,19-09-2013,5223,786,1,0,0,0
18,4,19-09-2013,4802,589,1,0,0,0
19,4,19-09-2013,4671,542,1,0,0,0
20,4,19-09-2013,7850,952,1,0,0,0
21,4,19-09-2013,3363,363,1,0,0,0
22,4,19-09-2013,3983,516,1,0,0,0
23,4,19-09-2013,3936,413,1,0,0,0
24,4,19-09-2013,6607,678,1,0,0,0
25,4,19-09-2013,9275,1461,1,0,0,0
1,3,18-09-2013,3946,507,1,0,0,0
2,3,18-09-2013,4574,625,1,0,0,0
3,3,18-09-2013,5378,681,1,0,0,0
4,3,18-09-2013,6701,1048,1,0,0,0
5,3,18-09-2013,3753,537,1,0,0,0
6,3,18-09-2013,5013,662,1,0,0,0
7,3,18-09-2013,6845,844,1,0,0,0
8,3,18-09-2013,3545,554,1,0,0,0
9,3,18-09-2013,4693,479,1,0,0,0
10,3,18-09-2013,4544,536,1,0,0,0
11,3,18-09-2013,6768,1140,1,0,0,0
12,3,18-09-2013,5454,751,1,0,0,0
13,3,18-09-2013,2977,259,1,0,0,0
14,3,18-09-2013,4040,563,1,0,0,0
15,3,18-09-2013,4648,551,1,0,0,0
16,3,18-09-2013,6170,741,1,0,0,0
17,3,18-09-2013,4340,675,1,0,0,0
18,3,18-09-2013,4895,642,1,0,0,0
19,3,18-09-2013,4441,546,1,0,0,0
20,3,18-09-2013,5306,651,1,0,0,0
21,3,18-09-2013,2947,397,1,0,0,0
22,3,18-09-2013,3178,411,1,0,0,0
23,3,18-09-2013,3932,377,1,0,0,0
24,3,18-09-2013,7027,719,1,0,0,0
25,3,18-09-2013,8242,1343,1,0,0,0
1,2,17-09-2013,3685,502,1,0,0,0
2,2,17-09-2013,3823,525,1,0,0,0
3,2,17-09-2013,5517,725,1,0,0,0
4,2,17-09-2013,7248,1073,1,0,0,0
5,2,17-09-2013,3846,528,1,0,0,0
6,2,17-09-2013,5448,742,1,0,0,0
7,2,17-09-2013,7767,985,1,0,0,0
8,2,17-09-2013,4473,636,1,0,0,0
9,2,17-09-2013,4830,469,1,0,0,0
10,2,17-09-2013,4394,543,1,0,0,0
11,2,17-09-2013,6658,1056,1,0,0,0
12,2,17-09-2013,5117,750,1,0,0,0
13,2,17-09-2013,3225,298,1,0,0,0
14,2,17-09-2013,4229,580,1,0,0,0
15,2,17-09-2013,4554,529,1,0,0,0
16,2,17-09-2013,6407,838,1,0,0,0
17,2,17-09-2013,5352,825,1,0,0,0
18,2,17-09-2013,4921,606,1,0,0,0
19,2,17-09-2013,4994,566,1,0,0,0
20,2,17-09-2013,6639,823,1,0,0,0
21,2,17-09-2013,3114,374,1,0,0,0
22,2,17-09-2013,3950,512,1,0,0,0
23,2,17-09-2013,3436,339,1,0,0,0
24,2,17-09-2013,6660,709,1,0,0,0
25,2,17-09-2013,8897,1488,1,0,0,0
1,1,16-09-2013,4249,568,1,0,0,0
2,1,16-09-2013,3837,509,1,0,0,0
3,1,16-09-2013,5391,692,1,0,0,0
4,1,16-09-2013,7911,1184,1,0,0,0
5,1,16-09-2013,3940,529,1,0,0,0
6,1,16-09-2013,5625,750,1,0,0,0
7,1,16-09-2013,7562,909,1,0,0,0
8,1,16-09-2013,4001,597,1,0,0,0
9,1,16-09-2013,5165,529,1,0,0,0
10,1,16-09-2013,5405,651,1,0,0,0
11,1,16-09-2013,6296,1071,1,0,0,0
12,1,16-09-2013,5346,791,1,0,0,0
13,1,16-09-2013,3248,289,1,0,0,0
14,1,16-09-2013,4794,616,1,0,0,0
15,1,16-09-2013,4932,606,1,0,0,0
16,1,16-09-2013,6925,934,1,0,0,0
17,1,16-09-2013,4668,751,1,0,0,0
18,1,16-09-2013,5115,688,1,0,0,0
19,1,16-09-2013,5072,611,1,0,0,0
20,1,16-09-2013,6734,836,1,0,0,0
21,1,16-09-2013,3726,447,1,0,0,0
22,1,16-09-2013,3764,478,1,0,0,0
23,1,16-09-2013,4216,408,1,0,0,0
24,1,16-09-2013,6799,700,1,0,0,0
25,1,16-09-2013,9542,1590,1,0,0,0
1,7,15-09-2013,0,0,0,0,0,0
2,7,15-09-2013,0,0,0,0,0,0
3,7,15-09-2013,0,0,0,0,0,0
4,7,15-09-2013,0,0,0,0,0,0
5,7,15-09-2013,0,0,0,0,0,0
6,7,15-09-2013,0,0,0,0,0,0
7,7,15-09-2013,0,0,0,0,0,0
8,7,15-09-2013,0,0,0,0,0,0
9,7,15-09-2013,0,0,0,0,0,0
10,7,15-09-2013,0,0,0,0,0,0
11,7,15-09-2013,0,0,0,0,0,0
12,7,15-09-2013,0,0,0,0,0,0
13,7,15-09-2013,0,0,0,0,0,0
14,7,15-09-2013,0,0,0,0,0,0
15,7,15-09-2013,0,0,0,0,0,0
16,7,15-09-2013,0,0,0,0,0,0
17,7,15-09-2013,0,0,0,0,0,0
18,7,15-09-2013,0,0,0,0,0,0
19,7,15-09-2013,0,0,0,0,0,0
20,7,15-09-2013,0,0,0,0,0,0
21,7,15-09-2013,0,0,0,0,0,0
22,7,15-09-2013,0,0,0,0,0,0
23,7,15-09-2013,0,0,0,0,0,0
24,7,15-09-2013,0,0,0,0,0,0
25,7,15-09-2013,0,0,0,0,0,0
1,6,14-09-2013,4663,619,1,0,0,0
2,6,14-09-2013,2841,352,1,0,0,0
3,6,14-09-2013,3537,393,1,0,0,0
4,6,14-09-2013,9177,1350,1,0,0,0
5,6,14-09-2013,2001,217,1,0,0,0
6,6,14-09-2013,3408,422,1,0,0,0
7,6,14-09-2013,5383,599,1,0,0,0
8,6,14-09-2013,2382,344,1,0,0,0
9,6,14-09-2013,4735,467,1,0,0,0
10,6,14-09-2013,4262,464,1,0,0,0
11,6,14-09-2013,5279,823,1,0,0,0
12,6,14-09-2013,5582,713,1,0,0,0
13,6,14-09-2013,4491,388,1,0,0,0
14,6,14-09-2013,3039,378,1,0,0,0
15,6,14-09-2013,5365,589,1,0,0,0
16,6,14-09-2013,4762,532,1,0,0,0
17,6,14-09-2013,2614,370,1,0,0,0
18,6,14-09-2013,3875,464,1,0,0,0
19,6,14-09-2013,4098,411,1,0,0,0
20,6,14-09-2013,5228,488,1,0,0,0
21,6,14-09-2013,4703,542,1,0,0,0
22,6,14-09-2013,3294,387,1,0,0,0
23,6,14-09-2013,3806,365,1,0,0,0
24,6,14-09-2013,6203,616,1,0,0,0
25,6,14-09-2013,7466,1176,1,0,0,0
1,5,13-09-2013,5187,559,1,1,0,0
2,5,13-09-2013,4954,550,1,1,0,0
3,5,13-09-2013,8610,893,1,1,0,0
4,5,13-09-2013,10197,1356,1,1,0,0
5,5,13-09-2013,5274,640,1,1,0,0
6,5,13-09-2013,7310,775,1,1,0,0
7,5,13-09-2013,9977,1118,1,1,0,0
8,5,13-09-2013,5226,634,1,1,0,0
9,5,13-09-2013,6550,595,1,1,0,0
10,5,13-09-2013,5518,622,1,1,0,0
11,5,13-09-2013,8651,1189,1,1,0,0
12,5,13-09-2013,8646,966,1,1,0,0
13,5,13-09-2013,6122,453,1,1,0,0
14,5,13-09-2013,5771,694,1,1,0,0
15,5,13-09-2013,7251,700,1,1,0,0
16,5,13-09-2013,8528,915,1,1,0,0
17,5,13-09-2013,6916,835,1,1,0,0
18,5,13-09-2013,7123,839,1,1,0,0
19,5,13-09-2013,7392,709,1,1,0,0
20,5,13-09-2013,7338,821,1,1,0,0
21,5,13-09-2013,6564,639,1,1,0,0
22,5,13-09-2013,5385,567,1,1,0,0
23,5,13-09-2013,6525,602,1,1,0,0
24,5,13-09-2013,10316,931,1,1,0,0
25,5,13-09-2013,11210,1615,1,1,0,0
1,4,12-09-2013,5079,586,1,1,0,0
2,4,12-09-2013,5558,618,1,1,0,0
3,4,12-09-2013,8774,876,1,1,0,0
4,4,12-09-2013,10257,1303,1,1,0,0
5,4,12-09-2013,5298,600,1,1,0,0
6,4,12-09-2013,6728,796,1,1,0,0
7,4,12-09-2013,9066,971,1,1,0,0
8,4,12-09-2013,6614,828,1,1,0,0
9,4,12-09-2013,5867,535,1,1,0,0
10,4,12-09-2013,5681,603,1,1,0,0
11,4,12-09-2013,8950,1300,1,1,0,0
12,4,12-09-2013,8607,956,1,1,0,0
13,4,12-09-2013,4958,370,1,1,0,0
14,4,12-09-2013,6043,657,1,1,0,0
15,4,12-09-2013,5581,606,1,1,0,0
16,4,12-09-2013,8054,909,1,1,0,0
17,4,12-09-2013,7866,967,1,1,0,0
18,4,12-09-2013,6355,732,1,1,0,0
19,4,12-09-2013,7443,740,1,1,0,0
20,4,12-09-2013,7100,834,1,1,0,0
21,4,12-09-2013,5601,571,1,1,0,0
22,4,12-09-2013,4306,471,1,1,0,0
23,4,12-09-2013,6214,513,1,1,0,0
24,4,12-09-2013,8897,861,1,1,0,0
25,4,12-09-2013,12191,1749,1,1,0,0
1,3,11-09-2013,5103,580,1,1,0,0
2,3,11-09-2013,6537,791,1,1,0,0
3,3,11-09-2013,8568,796,1,1,0,0
4,3,11-09-2013,9365,1313,1,1,0,0
5,3,11-09-2013,5958,705,1,1,0,0
6,3,11-09-2013,7434,831,1,1,0,0
7,3,11-09-2013,8808,965,1,1,0,0
8,3,11-09-2013,5863,703,1,1,0,0
9,3,11-09-2013,6617,559,1,1,0,0
10,3,11-09-2013,4936,570,1,1,0,0
11,3,11-09-2013,8831,1235,1,1,0,0
12,3,11-09-2013,8468,955,1,1,0,0
13,3,11-09-2013,6445,475,1,1,0,1
14,3,11-09-2013,5831,666,1,1,0,0
15,3,11-09-2013,7372,701,1,1,0,0
16,3,11-09-2013,8336,934,1,1,0,0
17,3,11-09-2013,7052,855,1,1,0,0
18,3,11-09-2013,7275,827,1,1,0,0
19,3,11-09-2013,6547,651,1,1,0,0
20,3,11-09-2013,8928,977,1,1,0,1
21,3,11-09-2013,6682,612,1,1,0,0
22,3,11-09-2013,5126,562,1,1,0,1
23,3,11-09-2013,5161,464,1,1,0,0
24,3,11-09-2013,9706,854,1,1,0,0
25,3,11-09-2013,11449,1600,1,1,0,0
1,2,10-09-2013,5403,599,1,1,0,0
2,2,10-09-2013,6578,707,1,1,0,0
3,2,10-09-2013,8361,774,1,1,0,0
4,2,10-09-2013,10610,1398,1,1,0,0
5,2,10-09-2013,6222,631,1,1,0,0
6,2,10-09-2013,7267,797,1,1,0,0
7,2,10-09-2013,11072,1153,1,1,0,0
8,2,10-09-2013,7007,759,1,1,0,0
9,2,10-09-2013,6218,516,1,1,0,0
10,2,10-09-2013,5937,630,1,1,0,0
11,2,10-09-2013,8302,1124,1,1,0,0
12,2,10-09-2013,8849,907,1,1,0,0
13,2,10-09-2013,6339,426,1,1,0,1
14,2,10-09-2013,5417,595,1,1,0,0
15,2,10-09-2013,8100,746,1,1,0,0
16,2,10-09-2013,9048,985,1,1,0,0
17,2,10-09-2013,8484,996,1,1,0,0
18,2,10-09-2013,6734,726,1,1,0,0
19,2,10-09-2013,6673,651,1,1,0,0
20,2,10-09-2013,8012,868,1,1,0,1
21,2,10-09-2013,7471,653,1,1,0,0
22,2,10-09-2013,5854,589,1,1,0,1
23,2,10-09-2013,6214,496,1,1,0,0
24,2,10-09-2013,9171,816,1,1,0,0
25,2,10-09-2013,13131,1819,1,1,0,0
1,1,09-09-2013,5893,601,1,1,0,0
2,1,09-09-2013,7005,726,1,1,0,0
3,1,09-09-2013,11058,995,1,1,0,0
4,1,09-09-2013,11987,1505,1,1,0,0
5,1,09-09-2013,7378,739,1,1,0,0
6,1,09-09-2013,8207,882,1,1,0,0
7,1,09-09-2013,10694,998,1,1,0,0
8,1,09-09-2013,7467,779,1,1,0,0
9,1,09-09-2013,9247,744,1,1,0,0
10,1,09-09-2013,7486,737,1,1,0,0
11,1,09-09-2013,8102,1079,1,1,0,0
12,1,09-09-2013,9664,959,1,1,0,0
13,1,09-09-2013,8107,565,1,1,0,1
14,1,09-09-2013,8190,837,1,1,0,0
15,1,09-09-2013,9766,831,1,1,0,0
16,1,09-09-2013,11960,1234,1,1,0,0
17,1,09-09-2013,9777,1130,1,1,0,0
18,1,09-09-2013,8990,900,1,1,0,0
19,1,09-09-2013,10019,881,1,1,0,0
20,1,09-09-2013,9990,1084,1,1,0,1
21,1,09-09-2013,10531,796,1,1,0,0
22,1,09-09-2013,7047,678,1,1,0,1
23,1,09-09-2013,8692,653,1,1,0,0
24,1,09-09-2013,13310,1128,1,1,0,0
25,1,09-09-2013,15397,2029,1,1,0,0
1,7,08-09-2013,0,0,0,0,0,0
2,7,08-09-2013,0,0,0,0,0,0
3,7,08-09-2013,0,0,0,0,0,0
4,7,08-09-2013,0,0,0,0,0,0
5,7,08-09-2013,0,0,0,0,0,0
6,7,08-09-2013,0,0,0,0,0,0
7,7,08-09-2013,0,0,0,0,0,0
8,7,08-09-2013,0,0,0,0,0,0
9,7,08-09-2013,0,0,0,0,0,0
10,7,08-09-2013,0,0,0,0,0,0
11,7,08-09-2013,0,0,0,0,0,0
12,7,08-09-2013,0,0,0,0,0,0
13,7,08-09-2013,0,0,0,0,0,0
14,7,08-09-2013,0,0,0,0,0,0
15,7,08-09-2013,0,0,0,0,0,0
16,7,08-09-2013,0,0,0,0,0,0
17,7,08-09-2013,0,0,0,0,0,0
18,7,08-09-2013,0,0,0,0,0,0
19,7,08-09-2013,0,0,0,0,0,0
20,7,08-09-2013,0,0,0,0,0,0
21,7,08-09-2013,0,0,0,0,0,0
22,7,08-09-2013,0,0,0,0,0,0
23,7,08-09-2013,0,0,0,0,0,0
24,7,08-09-2013,0,0,0,0,0,0
25,7,08-09-2013,0,0,0,0,0,0
1,6,07-09-2013,4663,555,1,0,0,0
2,6,07-09-2013,2540,330,1,0,0,0
3,6,07-09-2013,3661,444,1,0,0,0
4,6,07-09-2013,8461,1314,1,0,0,0
5,6,07-09-2013,1893,228,1,0,0,0
6,6,07-09-2013,3465,399,1,0,0,0
7,6,07-09-2013,5166,619,1,0,0,0
8,6,07-09-2013,2323,307,1,0,0,0
9,6,07-09-2013,5352,500,1,0,0,0
10,6,07-09-2013,4467,469,1,0,0,0
11,6,07-09-2013,5329,802,1,0,0,0
12,6,07-09-2013,5283,704,1,0,0,0
13,6,07-09-2013,3547,303,1,0,0,0
14,6,07-09-2013,2811,361,1,0,0,0
15,6,07-09-2013,5024,592,1,0,0,0
16,6,07-09-2013,4708,512,1,0,0,0
17,6,07-09-2013,2452,357,1,0,0,0
18,6,07-09-2013,3944,460,1,0,0,0
19,6,07-09-2013,4318,422,1,0,0,0
20,6,07-09-2013,4600,498,1,0,0,0
21,6,07-09-2013,4923,540,1,0,0,0
22,6,07-09-2013,3054,383,1,0,0,0
23,6,07-09-2013,4347,406,1,0,0,0
24,6,07-09-2013,6791,654,1,0,0,0
25,6,07-09-2013,8867,1271,1,0,0,0
1,5,06-09-2013,3836,466,1,0,0,0
2,5,06-09-2013,3793,471,1,0,0,0
3,5,06-09-2013,4750,635,1,0,0,0
4,5,06-09-2013,6979,1057,1,0,0,0
5,5,06-09-2013,4242,537,1,0,0,0
6,5,06-09-2013,6108,747,1,0,0,0
7,5,06-09-2013,7753,996,1,0,0,0
8,5,06-09-2013,3586,494,1,0,0,0
9,5,06-09-2013,5272,481,1,0,0,0
10,5,06-09-2013,4582,519,1,0,0,0
11,5,06-09-2013,6179,1024,1,0,0,0
12,5,06-09-2013,5466,799,1,0,0,0
13,5,06-09-2013,3658,307,1,0,0,1
14,5,06-09-2013,4438,555,1,0,0,0
15,5,06-09-2013,5432,633,1,0,0,0
16,5,06-09-2013,6124,747,1,0,0,1
17,5,06-09-2013,5186,772,1,0,0,0
18,5,06-09-2013,5219,705,1,0,0,0
19,5,06-09-2013,5076,585,1,0,0,0
20,5,06-09-2013,6614,785,1,0,0,1
21,5,06-09-2013,3852,427,1,0,0,1
22,5,06-09-2013,3812,496,1,0,0,1
23,5,06-09-2013,4517,422,1,0,0,0
24,5,06-09-2013,7663,788,1,0,0,0
25,5,06-09-2013,8571,1335,1,0,0,0
1,4,05-09-2013,3883,465,1,0,0,0
2,4,05-09-2013,3784,531,1,0,0,0
3,4,05-09-2013,4921,641,1,0,0,0
4,4,05-09-2013,6803,1050,1,0,0,0
5,4,05-09-2013,3830,516,1,0,0,0
6,4,05-09-2013,5564,692,1,0,0,0
7,4,05-09-2013,7398,892,1,0,0,0
8,4,05-09-2013,4907,687,1,0,0,0
9,4,05-09-2013,4588,466,1,0,0,0
10,4,05-09-2013,4717,568,1,0,0,0
11,4,05-09-2013,6569,1104,1,0,0,0
12,4,05-09-2013,5017,773,1,0,0,0
13,4,05-09-2013,3060,253,1,0,0,1
14,4,05-09-2013,4238,545,1,0,0,0
15,4,05-09-2013,5009,575,1,0,0,0
16,4,05-09-2013,6390,765,1,0,0,1
17,4,05-09-2013,5193,764,1,0,0,0
18,4,05-09-2013,4504,601,1,0,0,0
19,4,05-09-2013,5118,630,1,0,0,0
20,4,05-09-2013,7358,992,1,0,0,1
21,4,05-09-2013,3136,376,1,0,0,1
22,4,05-09-2013,3670,479,1,0,0,1
23,4,05-09-2013,4242,412,1,0,0,0
24,4,05-09-2013,6560,699,1,0,0,0
25,4,05-09-2013,9323,1496,1,0,0,0
1,3,04-09-2013,3343,444,1,0,0,0
2,3,04-09-2013,4709,673,1,0,0,0
3,3,04-09-2013,6116,750,1,0,0,0
4,3,04-09-2013,8203,1146,1,0,0,0
5,3,04-09-2013,3996,589,1,0,0,0
6,3,04-09-2013,6322,770,1,0,0,0
7,3,04-09-2013,7850,913,1,0,0,0
8,3,04-09-2013,4359,595,1,0,0,0
9,3,04-09-2013,5472,535,1,0,0,0
10,3,04-09-2013,4160,518,1,0,0,0
11,3,04-09-2013,6948,1190,1,0,0,0
12,3,04-09-2013,5761,806,1,0,0,0
13,3,04-09-2013,2688,260,1,0,0,1
14,3,04-09-2013,4074,576,1,0,0,0
15,3,04-09-2013,5235,552,1,0,0,0
16,3,04-09-2013,6141,753,1,0,0,1
17,3,04-09-2013,5315,743,1,0,0,0
18,3,04-09-2013,5197,641,1,0,0,0
19,3,04-09-2013,6023,660,1,0,0,0
20,3,04-09-2013,7294,887,1,0,0,1
21,3,04-09-2013,3036,390,1,0,0,1
22,3,04-09-2013,3202,391,1,0,0,1
23,3,04-09-2013,3941,362,1,0,0,0
24,3,04-09-2013,8410,925,1,0,0,0
25,3,04-09-2013,8923,1437,1,0,0,0
1,2,03-09-2013,3928,507,1,0,0,0
2,2,03-09-2013,4199,549,1,0,0,0
3,2,03-09-2013,5847,739,1,0,0,1
4,2,03-09-2013,7646,1131,1,0,0,0
5,2,03-09-2013,4314,557,1,0,0,0
6,2,03-09-2013,5940,726,1,0,0,0
7,2,03-09-2013,8707,1075,1,0,0,0
8,2,03-09-2013,4698,639,1,0,0,0
9,2,03-09-2013,4986,524,1,0,0,1
10,2,03-09-2013,4968,587,1,0,0,0
11,2,03-09-2013,7021,1152,1,0,0,0
12,2,03-09-2013,6026,824,1,0,0,0
13,2,03-09-2013,3114,269,1,0,0,1
14,2,03-09-2013,4505,588,1,0,0,1
15,2,03-09-2013,5371,619,1,0,0,0
16,2,03-09-2013,6553,815,1,0,0,1
17,2,03-09-2013,5310,832,1,0,0,0
18,2,03-09-2013,4662,606,1,0,0,0
19,2,03-09-2013,5570,596,1,0,0,1
20,2,03-09-2013,7148,877,1,0,0,1
21,2,03-09-2013,2981,340,1,0,0,1
22,2,03-09-2013,3792,458,1,0,0,1
23,2,03-09-2013,3879,366,1,0,0,0
24,2,03-09-2013,8922,885,1,0,0,1
25,2,03-09-2013,10522,1627,1,0,0,1
1,1,02-09-2013,4195,496,1,0,0,0
2,1,02-09-2013,4305,547,1,0,0,0
3,1,02-09-2013,5625,720,1,0,0,1
4,1,02-09-2013,9030,1257,1,0,0,0
5,1,02-09-2013,4598,568,1,0,0,0
6,1,02-09-2013,6533,827,1,0,0,0
7,1,02-09-2013,7650,900,1,0,0,0
8,1,02-09-2013,3931,550,1,0,0,0
9,1,02-09-2013,6509,589,1,0,0,1
10,1,02-09-2013,4674,585,1,0,0,0
11,1,02-09-2013,6979,1105,1,0,0,0
12,1,02-09-2013,5130,701,1,0,0,0
13,1,02-09-2013,4059,351,1,0,0,1
14,1,02-09-2013,5010,668,1,0,0,1
15,1,02-09-2013,5794,646,1,0,0,0
16,1,02-09-2013,7260,834,1,0,0,1
17,1,02-09-2013,5824,811,1,0,0,0
18,1,02-09-2013,5608,710,1,0,0,0
19,1,02-09-2013,4981,598,1,0,0,1
20,1,02-09-2013,8250,944,1,0,0,1
21,1,02-09-2013,4179,428,1,0,0,1
22,1,02-09-2013,3439,457,1,0,0,1
23,1,02-09-2013,4820,455,1,0,0,0
24,1,02-09-2013,8366,874,1,0,0,1
25,1,02-09-2013,11972,1711,1,0,0,1
1,7,01-09-2013,0,0,0,0,0,0
2,7,01-09-2013,0,0,0,0,0,0
3,7,01-09-2013,0,0,0,0,0,0
4,7,01-09-2013,0,0,0,0,0,0
5,7,01-09-2013,0,0,0,0,0,0
6,7,01-09-2013,0,0,0,0,0,0
7,7,01-09-2013,0,0,0,0,0,0
8,7,01-09-2013,0,0,0,0,0,0
9,7,01-09-2013,0,0,0,0,0,0
10,7,01-09-2013,0,0,0,0,0,0
11,7,01-09-2013,0,0,0,0,0,0
12,7,01-09-2013,0,0,0,0,0,0
13,7,01-09-2013,0,0,0,0,0,0
14,7,01-09-2013,0,0,0,0,0,0
15,7,01-09-2013,0,0,0,0,0,0
16,7,01-09-2013,0,0,0,0,0,0
17,7,01-09-2013,0,0,0,0,0,0
18,7,01-09-2013,0,0,0,0,0,0
19,7,01-09-2013,0,0,0,0,0,0
20,7,01-09-2013,0,0,0,0,0,0
21,7,01-09-2013,0,0,0,0,0,0
22,7,01-09-2013,0,0,0,0,0,0
23,7,01-09-2013,0,0,0,0,0,0
24,7,01-09-2013,0,0,0,0,0,0
25,7,01-09-2013,0,0,0,0,0,0
1,6,31-08-2013,5317,598,1,0,0,0
2,6,31-08-2013,2803,348,1,0,0,0
3,6,31-08-2013,3584,448,1,0,0,0
4,6,31-08-2013,10740,1502,1,0,0,0
5,6,31-08-2013,2424,258,1,0,0,0
6,6,31-08-2013,3929,441,1,0,0,0
7,6,31-08-2013,6113,684,1,0,0,0
8,6,31-08-2013,2942,347,1,0,0,0
9,6,31-08-2013,5644,464,1,0,0,0
